seq_id	source	type	start	end	score	strand	phase	attributes	length
chromosome_08	JGI_gene	gene	1079899	1086601	.	+	.	ChCC-v11017417m.g	6702
chromosome_08	JGI_gene	gene	1087150	1094735	.	+	.	ChCC-v11017421m.g	7585
chromosome_08	JGI_gene	gene	1095074	1097187	.	+	.	ChCC-v11017423m.g	2113
chromosome_08	JGI_gene	gene	1097895	1104182	.	+	.	ChCC-v11017427m.g	6287
chromosome_08	JGI_gene	gene	1103938	1114995	.	-	.	ChCC-v11017428m.g	11057
chromosome_08	JGI_gene	gene	1115398	1120530	.	+	.	ChCC-v11017429m.g	5132
chromosome_08	JGI_gene	gene	1120094	1124211	.	-	.	ChCC-v11017430m.g	4117
chromosome_08	JGI_gene	gene	1124147	1128404	.	+	.	ChCC-v11017432m.g	4257
chromosome_08	JGI_gene	gene	1131442	1137049	.	-	.	ChCC-v11017435m.g	5607
chromosome_08	JGI_gene	gene	1137131	1141588	.	+	.	ChCC-v11017436m.g	4457
chromosome_08	JGI_gene	gene	1142110	1143695	.	-	.	ChCC-v11017439m.g	1585
chromosome_08	JGI_gene	gene	1143994	1149505	.	+	.	ChCC-v11017440m.g	5511
chromosome_08	JGI_gene	gene	1151327	1155929	.	-	.	ChCC-v11017441m.g	4602
chromosome_08	JGI_gene	gene	1156638	1161546	.	+	.	ChCC-v11017442m.g	4908
chromosome_08	JGI_gene	gene	1162190	1174740	.	+	.	ChCC-v11017444m.g	12550
chromosome_08	JGI_gene	gene	1175451	1188043	.	+	.	ChCC-v11017447m.g	12592
chromosome_08	JGI_gene	gene	1188709	1190942	.	+	.	ChCC-v11017451m.g	2233
chromosome_08	JGI_gene	gene	1191205	1200844	.	-	.	ChCC-v11017452m.g	9639
chromosome_08	JGI_gene	gene	1211330	1212827	.	-	.	ChCC-v11017456m.g	1497
chromosome_08	JGI_gene	gene	1223100	1227056	.	-	.	ChCC-v11017458m.g	3956
chromosome_08	JGI_gene	gene	1225752	1231871	.	+	.	ChCC-v11017461m.g	6119
chromosome_08	JGI_gene	gene	1236623	1238183	.	+	.	ChCC-v11017464m.g	1560
chromosome_08	JGI_gene	gene	1240554	1245422	.	+	.	ChCC-v11017470m.g	4868
chromosome_08	JGI_gene	gene	1246669	1249371	.	-	.	ChCC-v11017474m.g	2702
chromosome_08	JGI_gene	gene	1249695	1250351	.	+	.	ChCC-v11017475m.g	656
chromosome_08	JGI_gene	gene	1250407	1254529	.	+	.	ChCC-v11017477m.g	4122
chromosome_08	JGI_gene	gene	1254427	1260487	.	-	.	ChCC-v11017478m.g	6060
chromosome_08	JGI_gene	gene	1260385	1264305	.	+	.	ChCC-v11017479m.g	3920
chromosome_08	JGI_gene	gene	1265491	1267010	.	-	.	ChCC-v11017483m.g	1519
chromosome_08	JGI_gene	gene	1267192	1269120	.	-	.	ChCC-v11017484m.g	1928
chromosome_08	JGI_gene	gene	1268917	1287037	.	+	.	ChCC-v11017485m.g	18120
chromosome_08	JGI_gene	gene	1289134	1301557	.	+	.	ChCC-v11017490m.g	12423
chromosome_08	JGI_gene	gene	1305393	1314015	.	+	.	ChCC-v11017494m.g	8622
chromosome_08	JGI_gene	gene	1333039	1348649	.	-	.	ChCC-v11017501m.g	15610
chromosome_08	JGI_gene	gene	1351994	1366102	.	-	.	ChCC-v11017502m.g	14108
chromosome_08	JGI_gene	gene	1366432	1367313	.	+	.	ChCC-v11017503m.g	881
chromosome_08	JGI_gene	gene	1367314	1373152	.	-	.	ChCC-v11017504m.g	5838
chromosome_08	JGI_gene	gene	1375146	1391161	.	-	.	ChCC-v11017505m.g	16015
chromosome_08	JGI_gene	gene	1393962	1396584	.	+	.	ChCC-v11017507m.g	2622
chromosome_08	JGI_gene	gene	1397785	1406986	.	+	.	ChCC-v11017511m.g	9201
chromosome_08	JGI_gene	gene	1407303	1412060	.	+	.	ChCC-v11017513m.g	4757
chromosome_08	JGI_gene	gene	1412094	1422207	.	-	.	ChCC-v11017515m.g	10113
chromosome_08	JGI_gene	gene	1424299	1426361	.	-	.	ChCC-v11017517m.g	2062
chromosome_08	JGI_gene	gene	1435999	1448169	.	+	.	ChCC-v11017519m.g	12170
chromosome_08	JGI_gene	gene	1448676	1454863	.	+	.	ChCC-v11017522m.g	6187
chromosome_08	JGI_gene	gene	1454781	1458029	.	-	.	ChCC-v11017523m.g	3248
chromosome_08	JGI_gene	gene	1458122	1462712	.	+	.	ChCC-v11017527m.g	4590
chromosome_08	JGI_gene	gene	1465076	1469125	.	+	.	ChCC-v11017529m.g	4049
chromosome_08	JGI_gene	gene	1471703	1482452	.	+	.	ChCC-v11017531m.g	10749
chromosome_08	JGI_gene	gene	1483493	1496426	.	+	.	ChCC-v11017535m.g	12933
chromosome_08	JGI_gene	gene	1496864	1501946	.	+	.	ChCC-v11017536m.g	5082
chromosome_08	JGI_gene	gene	1501867	1514216	.	+	.	ChCC-v11017538m.g	12349
chromosome_08	JGI_gene	gene	1515499	1516800	.	+	.	ChCC-v11017540m.g	1301
chromosome_08	JGI_gene	gene	1518467	1521445	.	-	.	ChCC-v11017543m.g	2978
chromosome_08	JGI_gene	gene	1523101	1533419	.	-	.	ChCC-v11017544m.g	10318
chromosome_08	JGI_gene	gene	1533779	1536423	.	-	.	ChCC-v11017546m.g	2644
chromosome_08	JGI_gene	gene	1536771	1539830	.	-	.	ChCC-v11017547m.g	3059
chromosome_08	JGI_gene	gene	1541104	1543891	.	+	.	ChCC-v11017548m.g	2787
chromosome_08	JGI_gene	gene	1544618	1547352	.	+	.	ChCC-v11017549m.g	2734
chromosome_08	JGI_gene	gene	1548032	1550651	.	+	.	ChCC-v11017551m.g	2619
chromosome_08	JGI_gene	gene	1551425	1554046	.	+	.	ChCC-v11017553m.g	2621
chromosome_08	JGI_gene	gene	1554814	1557438	.	+	.	ChCC-v11017555m.g	2624
chromosome_08	JGI_gene	gene	1558210	1560834	.	+	.	ChCC-v11017556m.g	2624
chromosome_08	JGI_gene	gene	1560663	1564199	.	-	.	ChCC-v11017557m.g	3536
chromosome_08	JGI_gene	gene	1564425	1566234	.	-	.	ChCC-v11017558m.g	1809
chromosome_08	JGI_gene	gene	1566128	1572133	.	+	.	ChCC-v11017559m.g	6005
chromosome_08	JGI_gene	gene	1573782	1577876	.	+	.	ChCC-v11017562m.g	4094
chromosome_08	JGI_gene	gene	1576847	1581203	.	-	.	ChCC-v11017563m.g	4356
chromosome_08	JGI_gene	gene	1581817	1593311	.	-	.	ChCC-v11017566m.g	11494
chromosome_08	JGI_gene	gene	1593370	1599009	.	+	.	ChCC-v11017567m.g	5639
chromosome_08	JGI_gene	gene	1598966	1602172	.	-	.	ChCC-v11017568m.g	3206
chromosome_08	JGI_gene	gene	1602269	1610260	.	+	.	ChCC-v11017569m.g	7991
chromosome_08	JGI_gene	gene	1619946	1623470	.	-	.	ChCC-v11017572m.g	3524
chromosome_08	JGI_gene	gene	1624154	1630052	.	-	.	ChCC-v11017573m.g	5898
chromosome_08	JGI_gene	gene	1630069	1639831	.	-	.	ChCC-v11017577m.g	9762
chromosome_08	JGI_gene	gene	1640051	1647620	.	+	.	ChCC-v11017580m.g	7569
chromosome_08	JGI_gene	gene	1648651	1651311	.	-	.	ChCC-v11017584m.g	2660
chromosome_08	JGI_gene	gene	1653780	1662430	.	+	.	ChCC-v11017585m.g	8650
chromosome_08	JGI_gene	gene	1662560	1664072	.	+	.	ChCC-v11017586m.g	1512
chromosome_08	JGI_gene	gene	1663887	1667125	.	+	.	ChCC-v11017587m.g	3238
chromosome_08	JGI_gene	gene	1666998	1690111	.	+	.	ChCC-v11017588m.g	23113
chromosome_08	JGI_gene	gene	1689612	1701911	.	-	.	ChCC-v11017590m.g	12299
chromosome_08	JGI_gene	gene	1701877	1705819	.	+	.	ChCC-v11017592m.g	3942
chromosome_08	JGI_gene	gene	1705752	1711430	.	-	.	ChCC-v11017593m.g	5678
chromosome_08	JGI_gene	gene	1711230	1718664	.	-	.	ChCC-v11017600m.g	7434
chromosome_08	JGI_gene	gene	1719357	1723671	.	-	.	ChCC-v11017605m.g	4314
chromosome_08	JGI_gene	gene	1723755	1729027	.	+	.	ChCC-v11017608m.g	5272
chromosome_08	JGI_gene	gene	1729605	1735201	.	+	.	ChCC-v11017609m.g	5596
chromosome_08	JGI_gene	gene	1748708	1749120	.	+	.	ChCC-v11017613m.g	412
chromosome_08	JGI_gene	gene	1750858	1757625	.	-	.	ChCC-v11017615m.g	6767
chromosome_08	JGI_gene	gene	1757927	1763331	.	-	.	ChCC-v11017616m.g	5404
chromosome_08	JGI_gene	gene	1763542	1769352	.	+	.	ChCC-v11017617m.g	5810
chromosome_08	JGI_gene	gene	1769963	1779329	.	+	.	ChCC-v11017619m.g	9366
chromosome_08	JGI_gene	gene	1779443	1782073	.	+	.	ChCC-v11017622m.g	2630
chromosome_08	JGI_gene	gene	1792196	1793756	.	+	.	ChCC-v11017626m.g	1560
chromosome_08	JGI_gene	gene	1795729	1800509	.	+	.	ChCC-v11017629m.g	4780
chromosome_08	JGI_gene	gene	1800312	1805232	.	+	.	ChCC-v11017631m.g	4920
chromosome_08	JGI_gene	gene	1805310	1809248	.	+	.	ChCC-v11017634m.g	3938
chromosome_08	JGI_gene	gene	1809385	1814274	.	+	.	ChCC-v11017636m.g	4889
chromosome_08	JGI_gene	gene	1814235	1820954	.	+	.	ChCC-v11017641m.g	6719
chromosome_08	JGI_gene	gene	1822277	1825837	.	-	.	ChCC-v11017644m.g	3560
chromosome_08	JGI_gene	gene	1825748	1827244	.	-	.	ChCC-v11017648m.g	1496
chromosome_08	JGI_gene	gene	1827825	1828563	.	-	.	ChCC-v11017649m.g	738
chromosome_08	JGI_gene	gene	1829132	1834258	.	-	.	ChCC-v11017651m.g	5126
chromosome_08	JGI_gene	gene	1834125	1840961	.	-	.	ChCC-v11017652m.g	6836
chromosome_08	JGI_gene	gene	1840865	1850357	.	-	.	ChCC-v11017656m.g	9492
chromosome_08	JGI_gene	gene	1850441	1863223	.	+	.	ChCC-v11017657m.g	12782
chromosome_08	JGI_gene	gene	1863136	1868012	.	+	.	ChCC-v11017659m.g	4876
chromosome_08	JGI_gene	gene	1870651	1874719	.	+	.	ChCC-v11017662m.g	4068
chromosome_08	JGI_gene	gene	1874560	1876960	.	-	.	ChCC-v11017663m.g	2400
chromosome_08	JGI_gene	gene	1886059	1888346	.	+	.	ChCC-v11017668m.g	2287
chromosome_08	JGI_gene	gene	1889322	1890713	.	+	.	ChCC-v11017669m.g	1391
chromosome_08	JGI_gene	gene	1891241	1896337	.	-	.	ChCC-v11017671m.g	5096
chromosome_08	JGI_gene	gene	1896391	1899663	.	+	.	ChCC-v11017673m.g	3272
chromosome_08	JGI_gene	gene	1897860	1902620	.	-	.	ChCC-v11017674m.g	4760
chromosome_08	JGI_gene	gene	1902331	1907610	.	-	.	ChCC-v11017675m.g	5279
chromosome_08	JGI_gene	gene	1907542	1912688	.	+	.	ChCC-v11017676m.g	5146
chromosome_08	JGI_gene	gene	1925461	1936506	.	-	.	ChCC-v11017682m.g	11045
chromosome_08	JGI_gene	gene	1938873	1941065	.	-	.	ChCC-v11017684m.g	2192
chromosome_08	JGI_gene	gene	1941097	1948118	.	+	.	ChCC-v11017687m.g	7021
chromosome_08	JGI_gene	gene	1951762	1954935	.	-	.	ChCC-v11017690m.g	3173
chromosome_08	JGI_gene	gene	1957542	1962324	.	+	.	ChCC-v11017696m.g	4782
chromosome_08	JGI_gene	gene	1961784	1969655	.	-	.	ChCC-v11017698m.g	7871
chromosome_08	JGI_gene	gene	1969487	1978525	.	-	.	ChCC-v11017700m.g	9038
chromosome_08	JGI_gene	gene	1978467	1983967	.	+	.	ChCC-v11017703m.g	5500
chromosome_08	JGI_gene	gene	1984304	1987079	.	-	.	ChCC-v11017704m.g	2775
chromosome_08	JGI_gene	gene	1986887	1989123	.	-	.	ChCC-v11017706m.g	2236
chromosome_08	JGI_gene	gene	1988807	1991554	.	+	.	ChCC-v11017708m.g	2747
chromosome_08	JGI_gene	gene	1991555	1992131	.	+	.	ChCC-v11017711m.g	576
chromosome_08	JGI_gene	gene	2004174	2007500	.	-	.	ChCC-v11017712m.g	3326
chromosome_08	JGI_gene	gene	2016068	2017692	.	+	.	ChCC-v11017716m.g	1624
chromosome_08	JGI_gene	gene	2017969	2022920	.	-	.	ChCC-v11017717m.g	4951
chromosome_08	JGI_gene	gene	2023006	2028378	.	+	.	ChCC-v11017718m.g	5372
chromosome_08	JGI_gene	gene	2028344	2031076	.	-	.	ChCC-v11017719m.g	2732
chromosome_08	JGI_gene	gene	2033762	2036145	.	+	.	ChCC-v11017721m.g	2383
chromosome_08	JGI_gene	gene	2036330	2049472	.	-	.	ChCC-v11017725m.g	13142
chromosome_08	JGI_gene	gene	2049514	2054614	.	+	.	ChCC-v11017727m.g	5100
chromosome_08	JGI_gene	gene	2054512	2058014	.	+	.	ChCC-v11017729m.g	3502
chromosome_08	JGI_gene	gene	2057882	2059456	.	-	.	ChCC-v11017730m.g	1574
chromosome_08	JGI_gene	gene	2061527	2062214	.	+	.	ChCC-v11017731m.g	687
chromosome_08	JGI_gene	gene	2063187	2073501	.	-	.	ChCC-v11017733m.g	10314
chromosome_08	JGI_gene	gene	2073222	2078726	.	-	.	ChCC-v11017734m.g	5504
chromosome_08	JGI_gene	gene	2078538	2083136	.	+	.	ChCC-v11017736m.g	4598
chromosome_08	JGI_gene	gene	2082331	2087834	.	-	.	ChCC-v11017737m.g	5503
chromosome_08	JGI_gene	gene	2088439	2089631	.	-	.	ChCC-v11017740m.g	1192
chromosome_08	JGI_gene	gene	2089930	2091290	.	+	.	ChCC-v11017741m.g	1360
chromosome_08	JGI_gene	gene	2096862	2097880	.	-	.	ChCC-v11017744m.g	1018
chromosome_08	JGI_gene	gene	2099264	2100768	.	-	.	ChCC-v11017745m.g	1504
chromosome_08	JGI_gene	gene	2104227	2109440	.	-	.	ChCC-v11017748m.g	5213
chromosome_08	JGI_gene	gene	2113387	2115405	.	+	.	ChCC-v11017750m.g	2018
chromosome_08	JGI_gene	gene	2115472	2122669	.	+	.	ChCC-v11017752m.g	7197
chromosome_08	JGI_gene	gene	2133634	2140241	.	-	.	ChCC-v11017757m.g	6607
chromosome_08	JGI_gene	gene	2143309	2146568	.	+	.	ChCC-v11017760m.g	3259
chromosome_08	JGI_gene	gene	2146894	2157153	.	+	.	ChCC-v11017762m.g	10259
chromosome_08	JGI_gene	gene	2158212	2162006	.	+	.	ChCC-v11017763m.g	3794
chromosome_08	JGI_gene	gene	2161981	2170103	.	-	.	ChCC-v11017764m.g	8122
chromosome_08	JGI_gene	gene	2169928	2171320	.	-	.	ChCC-v11017765m.g	1392
chromosome_08	JGI_gene	gene	2171920	2183153	.	-	.	ChCC-v11017769m.g	11233
chromosome_08	JGI_gene	gene	2187610	2191740	.	+	.	ChCC-v11017770m.g	4130
chromosome_08	JGI_gene	gene	2206797	2207335	.	+	.	ChCC-v11017773m.g	538
chromosome_08	JGI_gene	gene	2207724	2217186	.	+	.	ChCC-v11017774m.g	9462
chromosome_08	JGI_gene	gene	2217139	2220896	.	-	.	ChCC-v11017777m.g	3757
chromosome_08	JGI_gene	gene	2221139	2227872	.	-	.	ChCC-v11017778m.g	6733
chromosome_08	JGI_gene	gene	2227960	2229011	.	-	.	ChCC-v11017779m.g	1051
chromosome_08	JGI_gene	gene	2229033	2233621	.	+	.	ChCC-v11017780m.g	4588
chromosome_08	JGI_gene	gene	2234635	2237778	.	+	.	ChCC-v11017782m.g	3143
chromosome_08	JGI_gene	gene	2236130	2240284	.	-	.	ChCC-v11017785m.g	4154
chromosome_08	JGI_gene	gene	2239826	2245416	.	+	.	ChCC-v11017786m.g	5590
chromosome_08	JGI_gene	gene	2244798	2252114	.	-	.	ChCC-v11017789m.g	7316
chromosome_08	JGI_gene	gene	2252331	2261042	.	-	.	ChCC-v11017792m.g	8711
chromosome_08	JGI_gene	gene	2261502	2265183	.	-	.	ChCC-v11017795m.g	3681
chromosome_08	JGI_gene	gene	2266538	2269568	.	-	.	ChCC-v11017797m.g	3030
chromosome_08	JGI_gene	gene	2282603	2283849	.	+	.	ChCC-v11017798m.g	1246
chromosome_08	JGI_gene	gene	2286566	2290563	.	+	.	ChCC-v11017799m.g	3997
chromosome_08	JGI_gene	gene	2293602	2294358	.	-	.	ChCC-v11017802m.g	756
chromosome_08	JGI_gene	gene	2297314	2299735	.	-	.	ChCC-v11017805m.g	2421
chromosome_08	JGI_gene	gene	2300857	2306590	.	-	.	ChCC-v11017806m.g	5733
chromosome_08	JGI_gene	gene	2309601	2310322	.	+	.	ChCC-v11017807m.g	721
chromosome_08	JGI_gene	gene	2311044	2322787	.	-	.	ChCC-v11017808m.g	11743
chromosome_08	JGI_gene	gene	2322873	2336489	.	+	.	ChCC-v11017810m.g	13616
chromosome_08	JGI_gene	gene	2336111	2337637	.	-	.	ChCC-v11017812m.g	1526
chromosome_08	JGI_gene	gene	2339158	2340782	.	+	.	ChCC-v11017813m.g	1624
chromosome_08	JGI_gene	gene	2344471	2346885	.	+	.	ChCC-v11017815m.g	2414
chromosome_08	JGI_gene	gene	2346675	2348381	.	-	.	ChCC-v11017816m.g	1706
chromosome_08	JGI_gene	gene	2351778	2355797	.	-	.	ChCC-v11017820m.g	4019
chromosome_08	JGI_gene	gene	2356039	2358537	.	+	.	ChCC-v11017821m.g	2498
chromosome_08	JGI_gene	gene	2359394	2363213	.	-	.	ChCC-v11017826m.g	3819
chromosome_08	JGI_gene	gene	2363334	2364605	.	+	.	ChCC-v11017828m.g	1271
chromosome_08	JGI_gene	gene	2364750	2365952	.	+	.	ChCC-v11017829m.g	1202
chromosome_08	JGI_gene	gene	2366038	2374256	.	-	.	ChCC-v11017831m.g	8218
chromosome_08	JGI_gene	gene	2375573	2378617	.	-	.	ChCC-v11017833m.g	3044
chromosome_08	JGI_gene	gene	2378718	2392060	.	+	.	ChCC-v11017834m.g	13342
chromosome_08	JGI_gene	gene	2393667	2397338	.	+	.	ChCC-v11017835m.g	3671
chromosome_08	JGI_gene	gene	2402826	2405084	.	+	.	ChCC-v11017838m.g	2258
chromosome_08	JGI_gene	gene	2428693	2443698	.	-	.	ChCC-v11017840m.g	15005
chromosome_08	JGI_gene	gene	2443943	2448827	.	+	.	ChCC-v11017841m.g	4884
chromosome_08	JGI_gene	gene	2449008	2452014	.	+	.	ChCC-v11017844m.g	3006
chromosome_08	JGI_gene	gene	2452586	2456524	.	-	.	ChCC-v11017845m.g	3938
chromosome_08	JGI_gene	gene	2458468	2460778	.	+	.	ChCC-v11017847m.g	2310
chromosome_08	JGI_gene	gene	2463681	2465168	.	-	.	ChCC-v11017849m.g	1487
chromosome_08	JGI_gene	gene	2466262	2475982	.	-	.	ChCC-v11017850m.g	9720
chromosome_08	JGI_gene	gene	2476088	2481818	.	+	.	ChCC-v11017851m.g	5730
chromosome_08	JGI_gene	gene	2483280	2484792	.	-	.	ChCC-v11017856m.g	1512
chromosome_08	JGI_gene	gene	2484853	2488093	.	+	.	ChCC-v11017857m.g	3240
chromosome_08	JGI_gene	gene	2488823	2491170	.	-	.	ChCC-v11017866m.g	2347
chromosome_08	JGI_gene	gene	2491353	2507507	.	-	.	ChCC-v11017867m.g	16154
chromosome_08	JGI_gene	gene	2507601	2510990	.	+	.	ChCC-v11017869m.g	3389
chromosome_08	JGI_gene	gene	2510672	2513872	.	-	.	ChCC-v11017870m.g	3200
chromosome_08	JGI_gene	gene	2514457	2515730	.	-	.	ChCC-v11017872m.g	1273
chromosome_08	JGI_gene	gene	2516278	2516961	.	-	.	ChCC-v11017873m.g	683
chromosome_08	JGI_gene	gene	2518279	2522354	.	-	.	ChCC-v11017874m.g	4075
chromosome_08	JGI_gene	gene	2521927	2525684	.	-	.	ChCC-v11017875m.g	3757
chromosome_08	JGI_gene	gene	2525542	2540729	.	+	.	ChCC-v11017876m.g	15187
chromosome_08	JGI_gene	gene	2542359	2544782	.	+	.	ChCC-v11017878m.g	2423
chromosome_08	JGI_gene	gene	2545377	2554149	.	-	.	ChCC-v11017880m.g	8772
chromosome_08	JGI_gene	gene	2554120	2558844	.	+	.	ChCC-v11017881m.g	4724
chromosome_08	JGI_gene	gene	2558836	2562541	.	+	.	ChCC-v11017887m.g	3705
chromosome_08	JGI_gene	gene	2563949	2587527	.	+	.	ChCC-v11017889m.g	23578
chromosome_08	JGI_gene	gene	2587673	2597095	.	+	.	ChCC-v11017891m.g	9422
chromosome_08	JGI_gene	gene	2596454	2600498	.	-	.	ChCC-v11017893m.g	4044
chromosome_08	JGI_gene	gene	2600482	2620350	.	-	.	ChCC-v11017896m.g	19868
chromosome_08	JGI_gene	gene	2622420	2625851	.	+	.	ChCC-v11017902m.g	3431
chromosome_08	JGI_gene	gene	2627750	2633956	.	+	.	ChCC-v11017903m.g	6206
chromosome_08	JGI_gene	gene	2750192	2761205	.	+	.	ChCC-v11017908m.g	11013
chromosome_08	JGI_gene	gene	2760529	2767788	.	+	.	ChCC-v11017909m.g	7259
chromosome_08	JGI_gene	gene	2772973	2780624	.	-	.	ChCC-v11017913m.g	7651
chromosome_08	JGI_gene	gene	2780482	2785887	.	+	.	ChCC-v11017915m.g	5405
chromosome_08	JGI_gene	gene	2788273	2814516	.	+	.	ChCC-v11017918m.g	26243
chromosome_08	JGI_gene	gene	2820790	2827224	.	-	.	ChCC-v11017922m.g	6434
chromosome_08	JGI_gene	gene	2828112	2834482	.	+	.	ChCC-v11017923m.g	6370
chromosome_08	JGI_gene	gene	2834830	2850143	.	-	.	ChCC-v11017925m.g	15313
chromosome_08	JGI_gene	gene	2850610	2854321	.	-	.	ChCC-v11017926m.g	3711
chromosome_08	JGI_gene	gene	2854281	2859988	.	+	.	ChCC-v11017927m.g	5707
chromosome_08	JGI_gene	gene	2860040	2863968	.	+	.	ChCC-v11017930m.g	3928
chromosome_08	JGI_gene	gene	2865958	2870197	.	+	.	ChCC-v11017931m.g	4239
chromosome_08	JGI_gene	gene	2872627	2883914	.	-	.	ChCC-v11017935m.g	11287
chromosome_08	JGI_gene	gene	2901723	2906590	.	-	.	ChCC-v11017937m.g	4867
chromosome_08	JGI_gene	gene	2907858	2909080	.	-	.	ChCC-v11017941m.g	1222
chromosome_08	JGI_gene	gene	2909012	2914653	.	-	.	ChCC-v11017942m.g	5641
chromosome_08	JGI_gene	gene	2913174	2914529	.	-	.	ChCC-v11017945m.g	1355
chromosome_08	JGI_gene	gene	2914680	2918088	.	+	.	ChCC-v11017946m.g	3408
chromosome_08	JGI_gene	gene	2918943	2919578	.	+	.	ChCC-v11017947m.g	635
chromosome_08	JGI_gene	gene	2924628	2926675	.	-	.	ChCC-v11017950m.g	2047
chromosome_08	JGI_gene	gene	2927532	2932661	.	-	.	ChCC-v11017952m.g	5129
chromosome_08	JGI_gene	gene	2932642	2954087	.	+	.	ChCC-v11017953m.g	21445
chromosome_08	JGI_gene	gene	2954865	2961637	.	-	.	ChCC-v11017954m.g	6772
chromosome_08	JGI_gene	gene	2961740	2967103	.	+	.	ChCC-v11017955m.g	5363
chromosome_08	JGI_gene	gene	2968457	2971746	.	+	.	ChCC-v11017956m.g	3289
chromosome_08	JGI_gene	gene	2971910	2975216	.	+	.	ChCC-v11017957m.g	3306
chromosome_08	JGI_gene	gene	2995411	3007440	.	+	.	ChCC-v11017964m.g	12029
chromosome_08	JGI_gene	gene	3002220	3013287	.	+	.	ChCC-v11017965m.g	11067
chromosome_08	JGI_gene	gene	3014694	3018134	.	-	.	ChCC-v11017966m.g	3440
chromosome_08	JGI_gene	gene	3018975	3019564	.	+	.	ChCC-v11017967m.g	589
chromosome_08	JGI_gene	gene	3021151	3027579	.	-	.	ChCC-v11017971m.g	6428
chromosome_08	JGI_gene	gene	3027580	3036405	.	-	.	ChCC-v11017972m.g	8825
chromosome_08	JGI_gene	gene	3036102	3045527	.	+	.	ChCC-v11017973m.g	9425
chromosome_08	JGI_gene	gene	3045592	3046044	.	-	.	ChCC-v11017974m.g	452
chromosome_08	JGI_gene	gene	3046653	3047003	.	-	.	ChCC-v11017976m.g	350
chromosome_08	JGI_gene	gene	3047404	3050320	.	+	.	ChCC-v11017977m.g	2916
chromosome_08	JGI_gene	gene	3050132	3055269	.	+	.	ChCC-v11017978m.g	5137
chromosome_08	JGI_gene	gene	3060223	3065641	.	-	.	ChCC-v11017980m.g	5418
chromosome_08	JGI_gene	gene	3065272	3073814	.	-	.	ChCC-v11017981m.g	8542
chromosome_08	JGI_gene	gene	3073607	3077913	.	+	.	ChCC-v11017982m.g	4306
chromosome_08	JGI_gene	gene	3077748	3080536	.	-	.	ChCC-v11017983m.g	2788
chromosome_08	JGI_gene	gene	3080631	3084977	.	-	.	ChCC-v11017985m.g	4346
chromosome_08	JGI_gene	gene	3084819	3090013	.	+	.	ChCC-v11017986m.g	5194
chromosome_08	JGI_gene	gene	3098072	3105565	.	+	.	ChCC-v11017988m.g	7493
chromosome_08	JGI_gene	gene	3105433	3111107	.	+	.	ChCC-v11017990m.g	5674
chromosome_08	JGI_gene	gene	3112325	3115877	.	-	.	ChCC-v11017992m.g	3552
chromosome_08	JGI_gene	gene	3116671	3123867	.	+	.	ChCC-v11017994m.g	7196
chromosome_08	JGI_gene	gene	3124134	3126801	.	+	.	ChCC-v11017995m.g	2667
chromosome_08	JGI_gene	gene	3127345	3129082	.	-	.	ChCC-v11017996m.g	1737
chromosome_08	JGI_gene	gene	3129433	3132572	.	+	.	ChCC-v11017997m.g	3139
chromosome_08	JGI_gene	gene	3131463	3135311	.	-	.	ChCC-v11017998m.g	3848
chromosome_08	JGI_gene	gene	3136010	3140608	.	-	.	ChCC-v11018000m.g	4598
chromosome_08	JGI_gene	gene	3140701	3147891	.	+	.	ChCC-v11018001m.g	7190
chromosome_08	JGI_gene	gene	3148047	3151641	.	+	.	ChCC-v11018003m.g	3594
chromosome_08	JGI_gene	gene	3153175	3154215	.	-	.	ChCC-v11018005m.g	1040
chromosome_08	JGI_gene	gene	3154720	3156071	.	-	.	ChCC-v11018006m.g	1351
chromosome_08	JGI_gene	gene	3156585	3165448	.	-	.	ChCC-v11018007m.g	8863
chromosome_08	JGI_gene	gene	3164746	3167851	.	-	.	ChCC-v11018011m.g	3105
chromosome_08	JGI_gene	gene	3167892	3175928	.	+	.	ChCC-v11018012m.g	8036
chromosome_08	JGI_gene	gene	3170733	3171574	.	+	.	ChCC-v11018013m.g	841
chromosome_08	JGI_gene	gene	3176179	3176856	.	+	.	ChCC-v11018014m.g	677
chromosome_08	JGI_gene	gene	3178952	3183130	.	-	.	ChCC-v11018020m.g	4178
chromosome_08	JGI_gene	gene	3185248	3198002	.	+	.	ChCC-v11018021m.g	12754
chromosome_08	JGI_gene	gene	3205594	3216418	.	+	.	ChCC-v11018023m.g	10824
chromosome_08	JGI_gene	gene	3216443	3229480	.	-	.	ChCC-v11018025m.g	13037
chromosome_08	JGI_gene	gene	3229100	3232230	.	+	.	ChCC-v11018026m.g	3130
chromosome_08	JGI_gene	gene	3232089	3233777	.	-	.	ChCC-v11018028m.g	1688
chromosome_08	JGI_gene	gene	3233689	3239458	.	-	.	ChCC-v11018031m.g	5769
chromosome_08	JGI_gene	gene	3239705	3241086	.	+	.	ChCC-v11018033m.g	1381
chromosome_08	JGI_gene	gene	3241351	3244775	.	-	.	ChCC-v11018035m.g	3424
chromosome_08	JGI_gene	gene	3245561	3248608	.	-	.	ChCC-v11018041m.g	3047
chromosome_08	JGI_gene	gene	3248801	3256467	.	+	.	ChCC-v11018042m.g	7666
chromosome_08	JGI_gene	gene	3256759	3278071	.	+	.	ChCC-v11018043m.g	21312
chromosome_08	JGI_gene	gene	3306765	3315140	.	-	.	ChCC-v11018048m.g	8375
