	v5_5_gene	JGI_v5.5_ID	JGI_v6	transcript	gene	k0	k4	BetweennessCentralitychlamynetUnDirected	OutdegreechlamynetUnDirected	IndegreechlamynetUnDirected	BetweennessCentralitychlamynetDirected	OutdegreechlamynetDirected	IndegreechlamynetDirected
10003				g15312.t2	g15312			0.0016508214719779	78.0	90.0	0.4539190122654687	78.0	90.0
10004	Cre15.g635350	Cre15.g635350.t1.2	ChCC-v11031239m.g	Cre15.g635350.t1.2	Cre15.g635350	0.1553176437182426	0.6580764797444555	0.0001612717376264	21.0	8.0	0.0471476641338792	21.0	8.0
10015	Cre15.g635400	Cre15.g635400.t1.2	ChCC-v11031241m.g	Cre15.g635400.t1.2	Cre15.g635400	0.1189864161005261	0.4042473755495153	0.0003055909107393	128.0	36.0	0.0998417949634902	128.0	36.0
10017				g18391.t1	g18391			0.0009391777297254	3.0	4.0	0.0040497300815186	3.0	4.0
10018				g18388.t1	g18388			0.0024245809290818	12.0	0.0	0.0	12.0	0.0
10021				g18274.t1	g18274			0.0001160841732948	6.0	191.0	0.0073009503711038	6.0	191.0
10022				g18285.t1	g18285			5.55319691652436e-05	5.0	175.0	0.0038383782303977	5.0	175.0
10023				g18284.t2	g18284			0.0019113810062331	6.0	95.0	0.1247851928105545	6.0	95.0
10024				g18284.t1	g18284			0.0019113810062331	6.0	95.0	0.1247851928105545	6.0	95.0
10027				g18273.t1	g18273			5.0718611018650665e-05	9.0	166.0	0.0093873581614302	9.0	166.0
10030				g18271.t1	g18271			6.336830293794752e-05	7.0	168.0	0.0035535370256023	7.0	168.0
10031				g18106.t1	g18106			0.0003501381194134	6.0	4.0	0.0271527062841773	6.0	4.0
10032				g18086.t1	g18086			0.0003691764699751	7.0	2.0	0.0043379791868866	7.0	2.0
10033				g18083.t1	g18083			7.197854596677461e-06	0.0	2.0	0.0	0.0	2.0
10043				g18113.t1	g18113			0.0002369106846718	1.0	1.0	0.0255022381618402	1.0	1.0
10044				g18113.t2	g18113			0.0002369106846718	1.0	1.0	0.0255022381618402	1.0	1.0
10045				g18117.t1	g18117			7.945716128292955e-05	2.0	4.0	0.0001987517202875	2.0	4.0
10046				g18092.t1	g18092			0.0012193201307971	4.0	81.0	0.0429761503011103	4.0	81.0
10047				g18092.t2	g18092			0.0012193201307971	4.0	81.0	0.0429761503011103	4.0	81.0
10048				g18107.t1	g18107			0.000770661108341	33.0	27.0	1.2753981291309402	33.0	27.0
10050				g18090.t1	g18090			4.1911104193981885e-05	0.0	35.0	0.0	0.0	35.0
10052				g18082.t1	g18082			0.0004016384875158	9.0	15.0	0.4301106015840814	9.0	15.0
10053				g18101.t1	g18101			0.0	1.0	1.0	0.0	1.0	1.0
10055				g18115.t1	g18115			0.0004237342475713	3.0	5.0	0.0128047522297648	3.0	5.0
10057				g18088.t1	g18088			0.0003545599051363	2.0	2.0	0.0291298996722885	2.0	2.0
10058				g18099.t1	g18099			0.0079060212569351	1.0	32.0	0.061434966874919	1.0	32.0
10064				g18114.t1	g18114			0.0008173933835582	13.0	176.0	0.0371012729909266	13.0	176.0
10069				g18103.t1	g18103			0.0029038631031801	45.0	46.0	1.1464498229391569	45.0	46.0
10070				g18078.t1	g18078			0.0005188159304914	6.0	13.0	0.060489824731521	6.0	13.0
10074				g18097.t1	g18097			0.0001296732557995	10.0	6.0	0.0233682903541493	10.0	6.0
10075	Cre13.g564550	Cre13.g564550.t1.2	ChCC-v11028203m.g	Cre13.g564550.t1.2	Cre13.g564550	0.1095694638731218	0.3431411025481632	0.0003283081208905	5.0	0.0	0.0	5.0	0.0
10077	Cre13.g592100	Cre13.g592100.t1.1	ChCC-v11029562m.g	Cre13.g592100.t1.3	Cre13.g592100	0.1705045407236713	0.5592147410816556	1.997155712471545e-05	38.0	23.0	0.0383485877236357	38.0	23.0
10079	Cre13.g572150	Cre13.g572150.t1.1	ChCC-v11028574m.g	Cre13.g572150.t1.3	Cre13.g572150	0.1574431188456347	0.5155623793882204	0.0	1.0	0.0	0.0	1.0	0.0
10080				g14290.t1	g14290			0.0004263569033083	0.0	2.0	0.0	0.0	2.0
10081				Cre13.g605350.t1.3	Cre13.g605350			0.0002884054054595	178.0	5.0	0.0959280512116762	178.0	5.0
10084				Cre13.g589550.t1.3	Cre13.g589550			0.0	5.0	1.0	0.0	5.0	1.0
10085	Cre13.g588350	Cre13.g588350.t1.2	ChCC-v11029370m.g	Cre13.g588350.t1.2	Cre13.g588350	0.056270103417223	0.4819461760478355	0.0	1.0	0.0	0.0	1.0	0.0
10089				g13913.t1	g13913			0.0	0.0	1.0	0.0	0.0	1.0
10090	Cre13.g572650	Cre13.g572650.t1.1	ChCC-v11028598m.g	Cre13.g572650.t1.3	Cre13.g572650	0.0630256715734228	0.4197118409515671	0.0005451789732878	6.0	17.0	0.00181100129056	6.0	17.0
10092	Cre13.g583350	Cre13.g583350.t1.1	ChCC-v11029107m.g	Cre13.g583350.t1.3	Cre13.g583350	0.1973501504000748	0.5375896629766398	0.0002416719059215	19.0	6.0	0.0055182660603745	19.0	6.0
10093	Cre13.g566400	Cre13.g566400.t1.2	ChCC-v11028315m.g	g13937.t1	g13937	0.2335245401254072	0.5092836858738563	0.0002803630288553	7.0	139.0	0.013896889526371	7.0	139.0
10094	Cre13.g571251	Cre13.g571251.t1.1	ChCC-v11028533m.g	Cre13.g571250.t1.3	Cre13.g571250	0.19417273516629	0.5651255170921419	0.0	0.0	1.0	0.0	0.0	1.0
10099	Cre13.g583750	Cre13.g583750.t1.1	ChCC-v11029130m.g	Cre13.g583750.t1.3	Cre13.g583750	0.1356804047574836	0.5655929827939956	0.000379083877696	4.0	29.0	0.0243157373911909	4.0	29.0
10102	Cre13.g564650	Cre13.g564650.t1.1	ChCC-v11028205m.g	Cre13.g564650.t1.3	Cre13.g564650	0.1628595687647728	0.5831044125191119	0.0004736661433017	105.0	41.0	0.3714249012792358	105.0	41.0
10105				Cre13.g578250.t1.2	Cre13.g578250			0.0023412258709314	24.0	29.0	0.495171084540899	24.0	29.0
10106	Cre13.g570400	Cre13.g570400.t1.2	ChCC-v11028498m.g	Cre13.g570400.t1.2	Cre13.g570400	0.0754618273988982	0.3254677979268529	0.0001383575233551	21.0	11.0	0.0952733721316566	21.0	11.0
10113	Cre13.g580600	Cre13.g580600.t1.2	ChCC-v11029002m.g	Cre13.g580600.t1.2	Cre13.g580600	0.2495328241494396	0.5639794702723977	0.0026065154269128	99.0	50.0	0.4854725918945287	99.0	50.0
10120	Cre13.g602300	Cre13.g602300.t1.2	ChCC-v11029606m.g	Cre13.g602300.t1.2	Cre13.g602300	0.1197354298163117	0.418533521777536	0.0002369106846718	1.0	1.0	5.498258870657628e-05	1.0	1.0
10121				g14470.t1	g14470			0.0033575638704995	65.0	187.0	2.38165634340304	65.0	187.0
10123				g14173.t2	g14173			0.0009065498582976	29.0	64.0	0.4061242888018562	29.0	64.0
10124				g14173.t1	g14173			0.0009065498582976	29.0	64.0	0.4061242888018562	29.0	64.0
10125				g14535.t1	g14535			9.740018259812688e-05	62.0	49.0	0.02902933898215	62.0	49.0
10130	Cre13.g567600	Cre13.g567600.t1.2	ChCC-v11028363m.g	Cre13.g567600.t1.2	Cre13.g567600	0.0147207866103304	0.1972835760497968	0.0001361330185585	18.0	9.0	0.0416131626355167	18.0	9.0
10132	Cre13.g604850	Cre13.g604850.t1.1	ChCC-v11029731m.g	Cre13.g604850.t1.3	Cre13.g604850	0.1000649091184307	0.3581530921119661	9.246614388145724e-05	7.0	6.0	0.019752143986011	7.0	6.0
10139				Cre13.g578350.t1.2	Cre13.g578350			0.0001272711132817	27.0	3.0	0.0772228537177837	27.0	3.0
10141				Cre13.g583000.t1.3	Cre13.g583000			0.0021080597069403	7.0	72.0	0.2035857624564893	7.0	72.0
10144				Cre13.g578850.t1.2	Cre13.g578850			0.0003683862838877	6.0	5.0	0.4091685981605422	6.0	5.0
10149				Cre13.g565000.t1.3	Cre13.g565000			0.0001257365181235	14.0	63.0	0.7588033752915887	14.0	63.0
10154	Cre13.g607750	Cre13.g607750.t1.2	ChCC-v11029879m.g	Cre13.g607750.t1.2	Cre13.g607750	0.0064142113614879	0.3205830111202047	0.0014202544506078	4.0	3.0	0.0013961339465674	4.0	3.0
10155				g14337.t1	g14337			0.0018091473934961	1.0	28.0	0.0253744807620872	1.0	28.0
10159				g14244.t1	g14244			0.0020771270769682	119.0	58.0	0.2248879627349409	119.0	58.0
10161	Cre13.g572500	Cre13.g572500.t1.2	ChCC-v11028595m.g	Cre13.g572500.t1.2	Cre13.g572500	0.0936278982824406	0.4237695604977526	0.000341442666702	75.0	189.0	0.3312924851170699	75.0	189.0
10162				g14541.t1	g14541			0.0	2.0	0.0	0.0	2.0	0.0
10163	Cre13.g602950	Cre13.g602950.t2.1	ChCC-v11029646m.g	g14541.t2	g14541	0.1340188415575318	0.4468042448194607	0.0	2.0	0.0	0.0	2.0	0.0
10164	Cre13.g606150	Cre13.g606150.t1.1	ChCC-v11029800m.g	Cre13.g606150.t1.1	Cre13.g606150	0.0437806645956288	0.2082238024487096	0.0053350403963544	2.0	2.0	0.0214508855936421	2.0	2.0
10166	Cre13.g591800	Cre13.g591800.t1.2	ChCC-v11029547m.g	Cre13.g591800.t1.2	Cre13.g591800	0.040527585249976	0.269705453298716	0.0014207953898351	3.0	3.0	0.0340358702861903	3.0	3.0
10167	Cre13.g575000	Cre13.g575000.t1.1	ChCC-v11028738m.g	Cre13.g575000.t1.3	Cre13.g575000	0.035109920831982	0.2219271791974784	0.0005625001052871	12.0	1.0	0.00993946281396	12.0	1.0
10168	Cre13.g567750	Cre13.g567750.t1.2	ChCC-v11028369m.g	Cre13.g567750.t1.2	Cre13.g567750	0.0249570947055458	0.3701995873818133	0.0012134563413955	8.0	2.0	0.0061561750590164	8.0	2.0
10171	Cre13.g588550	Cre13.g588550.t1.2	ChCC-v11029383m.g	g14438.t1	g14438	0.0096032041844908	0.235012364400269	0.0	1.0	0.0	0.0	1.0	0.0
10172	Cre13.g571650	Cre13.g571650.t1.2	ChCC-v11028555m.g	Cre13.g571650.t1.2	Cre13.g571650	0.0133633824875953	0.4408399986765892	1.116928155913576e-06	2.0	1.0	0.0003736399381158	2.0	1.0
10173	Cre13.g566850	Cre13.g566850.t1.2	ChCC-v11028332m.g	Cre13.g566850.t1.2	Cre13.g566850	0.0428688103799614	0.3040988310811232	2.4858070913531982e-05	102.0	42.0	0.0254656764807008	102.0	42.0
10177	Cre13.g562100	Cre13.g562100.t1.2	ChCC-v11028093m.g	Cre13.g562100.t1.2	Cre13.g562100	0.0418435197213116	0.4205684943856499	0.0	1.0	0.0	0.0	1.0	0.0
10180				Cre13.g565700.t1.3	Cre13.g565700			0.0008945485309625	1.0	13.0	0.0213359550189264	1.0	13.0
10181	Cre13.g581900	Cre13.g581900.t1.1	ChCC-v11029058m.g	Cre13.g581900.t1.2	Cre13.g581900	0.0534264781644931	0.2916193418281497	0.0006166232669202	4.0	1.0	1.462732501139821	4.0	1.0
10184				g14192.t2	g14192			0.003251560977029	92.0	65.0	3.358090798252151	92.0	65.0
10194	Cre13.g569550	Cre13.g569550.t1.1	ChCC-v11028465m.g	Cre13.g569550.t1.3	Cre13.g569550	0.0934175001189764	0.2589524604935566	0.002129594415493	16.0	21.0	0.112114883817656	16.0	21.0
10196	Cre13.g572200	Cre13.g572200.t1.2	ChCC-v11028579m.g	Cre13.g572200.t1.2	Cre13.g572200	0.0807397259604026	0.3681187177944909	8.119636322918256e-06	0.0	2.0	0.0	0.0	2.0
10199	Cre13.g567800	Cre13.g567800.t1.2	ChCC-v11028372m.g	Cre13.g567800.t1.2	Cre13.g567800	0.0010423907167907	0.1156130098704436	0.000265026026001	17.0	3.0	0.1500447572522365	17.0	3.0
10201	Cre13.g564700	Cre13.g564700.t1.2	ChCC-v11028209m.g	Cre13.g564700.t1.2	Cre13.g564700	0.1510406009765817	0.522582711457893	0.0002189458089947	2.0	3.0	0.000139498321347	2.0	3.0
10207	Cre13.g568950	Cre13.g568950.t1.1	ChCC-v11028443m.g	Cre13.g568950.t1.3	Cre13.g568950	0.1202569875563845	0.613574029271206	0.0003614158132415	4.0	17.0	0.2242050936359889	4.0	17.0
10209				Cre13.g607950.t1.2	Cre13.g607950			0.0	2.0	0.0	0.0	2.0	0.0
10212	Cre13.g571300	Cre13.g571300.t1.2	ChCC-v11028534m.g	Cre13.g571300.t1.2	Cre13.g571300	0.0651370063707338	0.4703278261822154	0.0002209823183944	205.0	48.0	0.1236373883870049	205.0	48.0
10214				g14239.t1	g14239			0.0	2.0	0.0	0.0	2.0	0.0
10216				Cre13.g590800.t1.2	Cre13.g590800			5.964788872619287e-06	7.0	6.0	0.0039752021019926	7.0	6.0
10217	Cre13.g587600	Cre13.g587600.t1.2	ChCC-v11029324m.g	g14415.t1	g14415	0.0580811445491533	0.2654589399634866	6.917024642609471e-06	6.0	5.0	0.0004601389586704	6.0	5.0
10219	Cre13.g589300	Cre13.g589300.t1.2	ChCC-v11029422m.g	Cre13.g589300.t1.2	Cre13.g589300	0.1370121376712744	0.4670747878486094	0.000333998312866	126.0	20.0	0.0090547731277499	126.0	20.0
10221	Cre13.g581450	Cre13.g581450.t2.1	ChCC-v11029047m.g	Cre13.g581450.t1.2	Cre13.g581450	0.0100168433861668	0.1543890406531115	0.0017916985776908	36.0	23.0	1.3976889268223214	36.0	23.0
10223				g14305.t1	g14305			0.0007105636540502	3.0	0.0	0.0	3.0	0.0
10226				g14030.t1	g14030	0.0340058246104535	0.23203738084125	0.0004737933026828	3.0	0.0	0.0	3.0	0.0
10227	Cre13.g571500	Cre13.g571500.t1.2	ChCC-v11028545m.g	Cre13.g571500.t1.2	Cre13.g571500	0.0912338320667452	0.6900429110022239	0.0006243350822438	3.0	2.0	0.0547261314838078	3.0	2.0
10229	Cre13.g572450	Cre13.g572450.t1.2	ChCC-v11028594m.g	Cre13.g572450.t1.2	Cre13.g572450	0.0553478209077991	0.3779288856910626	0.0005706049163574	11.0	2.0	0.1021661732586159	11.0	2.0
10231				Cre13.g577750.t1.3	Cre13.g577750			4.4554204962428805e-05	2.0	22.0	0.000244283625539	2.0	22.0
10234	Cre13.g568850	Cre13.g568850.t1.2	ChCC-v11028439m.g	Cre13.g568850.t1.2	Cre13.g568850	0.0094937976539425	0.3596798101964146	0.0001282716407041	11.0	5.0	0.11541395869857	11.0	5.0
10235	Cre13.g605750	Cre13.g605750.t1.2	ChCC-v11029780m.g	Cre13.g605750.t1.2	Cre13.g605750	0.2110229659498638	0.5411521378669734	0.002220088972769	78.0	17.0	1.291550140130484	78.0	17.0
10237	Cre13.g574250	Cre13.g574250.t1.1	ChCC-v11028674m.g	Cre13.g574250.t1.3	Cre13.g574250	0.0641819407394573	0.456231225467187	0.0013522498949876	86.0	60.0	1.815232630089585	86.0	60.0
10241	Cre13.g576400	Cre13.g576400.t1.2	ChCC-v11028801m.g	Cre13.g576400.t1.2	Cre13.g576400	0.0535942229866087	0.2975485711045573	1.1425956287679896e-06	3.0	1.0	0.0013222350182868	3.0	1.0
10243	Cre13.g583700	Cre13.g583700.t1.1	ChCC-v11029128m.g	Cre13.g583700.t1.3	Cre13.g583700	0.39717145869848	0.8535454192470844	0.0	0.0	1.0	0.0	0.0	1.0
10248	Cre13.g577900	Cre13.g577900.t1.2	ChCC-v11028851m.g	g14199.t1	g14199	0.0063966272606403	0.1298918049230115	0.0	2.0	0.0	0.0	2.0	0.0
10249	Cre13.g561900	Cre13.g561900.t1.1		Cre13.g561900.t1.3	Cre13.g561900	0.0961622513292522	0.5294146547530313	5.277041789381564e-05	1.0	79.0	8.04717945822076e-05	1.0	79.0
10250	Cre13.g573150	Cre13.g573150.t1.1	ChCC-v11028623m.g	Cre13.g573150.t1.3	Cre13.g573150	0.0310236251863555	0.4279086438507096	6.6686166180753045e-06	0.0	4.0	0.0	0.0	4.0
10251	Cre13.g569700	Cre13.g569700.t1.1	ChCC-v11028471m.g	Cre13.g569700.t1.3	Cre13.g569700	0.1846868261511461	0.4893234693484003	0.0011841043567849	1.0	2.0	0.0004489262411238	1.0	2.0
10252	Cre13.g583550	Cre13.g583550.t1.2	ChCC-v11029117m.g	Cre13.g583550.t1.2	Cre13.g583550	0.0442388662657618	0.155392217528976	0.0003094887376887	27.0	23.0	0.0779258525846827	27.0	23.0
10253				g14528.t1	g14528			0.0001132560729152	19.0	4.0	0.0020590553291731	19.0	4.0
10255				Cre13.g582950.t1.2	Cre13.g582950			0.0002490189142192	21.0	0.0	0.0	21.0	0.0
10256				g14360.t1	g14360			0.0007554375177765	38.0	1.0	0.0084632007604964	38.0	1.0
10261				Cre13.g586700.t1.3	Cre13.g586700			0.0	1.0	0.0	0.0	1.0	0.0
10264	Cre13.g584950	Cre13.g584950.t1.1	ChCC-v11029183m.g	Cre13.g584950.t1.3	Cre13.g584950	0.1059450524971355	0.3227719947974186	0.0009179593264451	13.0	8.0	0.4214144855586871	13.0	8.0
10266	Cre13.g566700	Cre13.g566700.t1.1	ChCC-v11028328m.g	Cre13.g566700.t1.3	Cre13.g566700	0.0103539176735049	0.2737576150618881	0.0	1.0	0.0	0.0	1.0	0.0
10268	Cre13.g565950	Cre13.g565950.t1.2	ChCC-v11028296m.g	Cre13.g565950.t1.2	Cre13.g565950	0.1832041092416198	0.490444850554998	0.0	0.0	1.0	0.0	0.0	1.0
10270				Cre13.g575050.t1.2	Cre13.g575050			0.000272045658809	2.0	2.0	0.012868237767963	2.0	2.0
10272	Cre13.g574100	Cre13.g574100.t1.1	ChCC-v11028668m.g	Cre13.g574100.t1.2	Cre13.g574100	0.1265487308417025	0.5644564543360083	3.97998264508701e-07	0.0	6.0	0.0	0.0	6.0
10274	Cre13.g575650	Cre13.g575650.t1.1	ChCC-v11028776m.g	Cre13.g575650.t1.3	Cre13.g575650	0.0313802810451453	0.4673914439647763	0.0004649816539973	1.0	1.0	0.0152379085012444	1.0	1.0
10275				g14601.t1	g14601			0.0012217709831116	14.0	7.0	0.3157493294186294	14.0	7.0
10276	Cre13.g562950	Cre13.g562950.t1.1	ChCC-v11028137m.g	Cre13.g562950.t1.3	Cre13.g562950	0.0865790424890178	0.5015348664169973	0.0004780257339943	3.0	0.0	0.0	3.0	0.0
10278	Cre13.g581801	Cre13.g581801.t1.1	ChCC-v11029056m.g	Cre13.g581800.t1.3	Cre13.g581800	0.1847117967786475	0.5148879915159565	0.0016350650602273	9.0	0.0	0.0	9.0	0.0
10279				Cre13.g591750.t1.3	Cre13.g591750			0.0112770848969703	6.0	10.0	0.1649255330148936	6.0	10.0
10281	Cre13.g562350	Cre13.g562350.t1.2		Cre13.g562350.t1.2	Cre13.g562350	0.2838877087492373	0.635989568745051	0.0	1.0	0.0	0.0	1.0	0.0
10283	Cre13.g592350	Cre13.g592350.t1.2	ChCC-v11029578m.g	Cre13.g592350.t1.2	Cre13.g592350	0.0668966841033532	0.2033084380498092	0.0	0.0	1.0	0.0	0.0	1.0
10288				Cre13.g584793.t1.2	Cre13.g584793			0.0037857482182	17.0	62.0	5.854418586009243	17.0	62.0
10291	Cre13.g570951	Cre13.g570951.t1.1	ex.Cre13.g570951.t1.1.g	g14042.t1	g14042	0.2703797439342433	0.9469614487037848	0.0	0.0	1.0	0.0	0.0	1.0
10292	Cre13.g576050	Cre13.g576050.t1.1	ChCC-v11028792m.g	Cre13.g576050.t1.3	Cre13.g576050	0.1669619705342021	0.4910808480491201	0.0003685667912733	0.0	5.0	0.0	0.0	5.0
10293				Cre13.g563900.t1.3	Cre13.g563900			0.0003522677800101	3.0	1.0	0.1005370008963731	3.0	1.0
10295	Cre13.g566050	Cre13.g566050.t1.2	ChCC-v11028302m.g	Cre13.g566050.t1.2	Cre13.g566050	0.0064795219430308	0.3241000163927443	0.0005339076924267	8.0	11.0	0.0874592574449938	8.0	11.0
10297	Cre13.g581150	Cre13.g581150.t1.2	ChCC-v11029028m.g	Cre13.g581150.t1.2	Cre13.g581150	0.1402376774248244	0.4433234446543314	0.0022830019358873	1.0	4.0	0.0004979025643974	1.0	4.0
10300	Cre13.g563500	Cre13.g563500.t1.1	ChCC-v11028158m.g	Cre13.g563500.t1.3	Cre13.g563500	0.1365191974858202	0.547986205568918	0.0002369387513327	2.0	3.0	0.001511249356256	2.0	3.0
10302	Cre13.g591600	Cre13.g591600.t1.1	ChCC-v11029538m.g	Cre13.g591600.t1.3	Cre13.g591600	0.1670134760747897	0.4546018526777367	3.4391346509201267e-06	15.0	2.0	0.0030519538764418	15.0	2.0
10318				g14166.t1	g14166			4.499275468436155e-05	8.0	0.0	0.0	8.0	0.0
10320	Cre13.g563300	Cre13.g563300.t1.1	ChCC-v11028153m.g	Cre13.g563300.t1.3	Cre13.g563300	0.1318923201300758	0.4401978753496939	4.8747704282597e-05	4.0	5.0	0.025202663751616	4.0	5.0
10323	Cre13.g586800	Cre13.g586800.t1.1	ChCC-v11029274m.g	Cre13.g586800.t1.3	Cre13.g586800	0.0942944168777401	0.4523935005728291	0.0001372899757798	1.0	12.0	0.0023152887002935	1.0	12.0
10324	Cre13.g562550	Cre13.g562550.t1.1	ChCC-v11028119m.g	Cre13.g562550.t1.3	Cre13.g562550	0.0860541699563665	0.3381706237161848	0.0006469481778334	199.0	46.0	0.4516649727288954	199.0	46.0
10326	Cre13.g588150	Cre13.g588150.t1.2	ChCC-v11029360m.g	Cre13.g588150.t1.2	Cre13.g588150	0.0851452601381308	0.3890953450613755	0.0002429306755732	1.0	2.0	0.0019471246000606	1.0	2.0
10328	Cre13.g575250	Cre13.g575250.t1.1	ChCC-v11028760m.g	Cre13.g575250.t1.3	Cre13.g575250	0.0691434187074658	0.3620003566021267	0.0002369106846718	3.0	0.0	0.0	3.0	0.0
10329	Cre13.g579300	Cre13.g579300.t1.1	ChCC-v11028929m.g	Cre13.g579300.t1.3	Cre13.g579300	0.2605751704019846	0.3831192178244929	0.0007393899722954	28.0	77.0	2.285261120655336	28.0	77.0
10333				g13911.t2	g13911			0.0025712868086819	11.0	18.0	6.089105577990957	11.0	18.0
10334				g13911.t3	g13911			0.0025712868086819	11.0	18.0	6.089105577990957	11.0	18.0
10335				g13911.t1	g13911			0.0025712868086819	11.0	18.0	6.089105577990957	11.0	18.0
10337	Cre13.g580350	Cre13.g580350.t1.2	ChCC-v11028988m.g	Cre13.g580350.t1.2	Cre13.g580350	0.028849710620847	0.2780416197482185	0.0003149685276263	2.0	5.0	0.0075267233650045	2.0	5.0
10339				g13954.t1	g13954			0.0015245823917829	10.0	0.0	0.0	10.0	0.0
10340	Cre13.g584850	Cre13.g584850.t1.1	ChCC-v11029177m.g	Cre13.g584850.t1.3	Cre13.g584850	0.0524230797130337	0.2962726731116887	0.0	0.0	1.0	0.0	0.0	1.0
10342				g14270.t1	g14270			0.0010922731607468	45.0	49.0	0.4689193670042817	45.0	49.0
10343	Cre13.g587250	Cre13.g587250.t1.1	ChCC-v11029297m.g	Cre13.g587250.t1.3	Cre13.g587250	0.3234481730838044	0.7508154514006739	0.0	0.0	1.0	0.0	0.0	1.0
10345	Cre13.g577850	Cre13.g577850.t1.1	ChCC-v11028850m.g	g14198.t1	g14198	0.1216877737301506	0.3615737505968102	0.0016488514028043	4.0	35.0	0.0250275641329439	4.0	35.0
10346	Cre13.g576760	Cre13.g576760.t1.1	ChCC-v11028818m.g	g14174.t1	g14174	0.0322283739640739	0.4140514367250298	0.0004094168424814	9.0	16.0	0.483160731074464	9.0	16.0
10348	Cre13.g568700	Cre13.g568700.t1.1	ChCC-v11028434m.g	g13995.t1	g13995	0.1013191937936211	0.4803910807039621	0.0022448978310547	15.0	1.0	0.0062972488918704	15.0	1.0
10349	Cre13.g578201	Cre13.g578201.t1.1		g14208.t1	g14208	0.4991389059742882	0.8435938456874104	2.438511872176812e-06	10.0	5.0	0.0005677130810581	10.0	5.0
10350	Cre13.g590850	Cre13.g590850.t1.2	ChCC-v11029495m.g	Cre13.g590850.t1.2	Cre13.g590850	0.1662554890204806	0.4475452760501038	0.0002369106846718	0.0	2.0	0.0	0.0	2.0
10351	Cre13.g564950	Cre13.g564950.t1.2	ChCC-v11028233m.g	Cre13.g564950.t1.2	Cre13.g564950	0.0474633757727047	0.281020087081058	1.0042958672137834e-05	4.0	1.0	9.050012898697056e-05	4.0	1.0
10356	Cre13.g576150	Cre13.g576150.t1.1	ChCC-v11028796m.g	Cre13.g576150.t1.3	Cre13.g576150	0.1355857860911522	0.4124982838459953	0.0001891844023566	82.0	5.0	0.1564850739864624	82.0	5.0
10357				Cre13.g590450.t1.3	Cre13.g590450			1.5157657161702631e-05	1.0	3.0	3.838607044883424e-05	1.0	3.0
10358	Cre13.g578950	Cre13.g578950.t1.1	ChCC-v11028900m.g	Cre13.g578950.t1.3	Cre13.g578950	0.1621892301215177	0.4646950234437669	0.0001193537812588	3.0	6.0	0.0200427456714375	3.0	6.0
10360	Cre13.g571200	Cre13.g571200.t1.1	ChCC-v11028528m.g	Cre13.g571200.t1.3	Cre13.g571200	0.1391575441763407	0.4544913391580494	3.11669315611245e-05	4.0	2.0	0.0479686308812137	4.0	2.0
10362				Cre13.g575750.t1.2	Cre13.g575750			0.0002420048534912	17.0	20.0	0.0414898251354935	17.0	20.0
10363				Cre13.g569000.t1.3	Cre13.g569000			0.0006354814847406	14.0	6.0	0.1999979532458196	14.0	6.0
10364	Cre13.g574500	Cre13.g574500.t1.1	ChCC-v11028696m.g	Cre13.g574500.t1.3	Cre13.g574500	0.0496504778669859	0.293579724565245	2.3711058093377636e-05	27.0	5.0	0.0002922513826966	27.0	5.0
10366	Cre13.g604300	Cre13.g604300.t1.2	ChCC-v11029715m.g	Cre13.g604300.t1.2	Cre13.g604300	0.0670708574259437	0.3979711882966279	0.0033700478799324	15.0	1.0	0.0443687132428096	15.0	1.0
10369				Cre13.g588400.t1.3	Cre13.g588400			0.0	2.0	0.0	0.0	2.0	0.0
10370	Cre13.g579850	Cre13.g579850.t1.2	ChCC-v11028959m.g	g14246.t2	g14246	0.0449572769752751	0.3057823334714912	0.0003619494161814	33.0	2.0	0.0672623868071606	33.0	2.0
10371				g14246.t1	g14246			0.0003619494161814	33.0	2.0	0.0672623868071606	33.0	2.0
10374				g13917.t1	g13917			0.0004468359408183	23.0	23.0	0.2189687905152794	23.0	23.0
10376				g14232.t1	g14232			0.0025584240276907	48.0	34.0	1.6798005345166602	48.0	34.0
10377	Cre13.g589650	Cre13.g589650.t1.2	ChCC-v11029444m.g	Cre13.g589650.t1.2	Cre13.g589650	0.0816911149690306	0.4418323904852917	7.342692094504645e-08	3.0	0.0	0.0	3.0	0.0
10378				Cre13.g570850.t1.2	Cre13.g570850			0.0003476542647665	36.0	40.0	0.3503656477404819	36.0	40.0
10380				g14436.t1	g14436			0.0018854529096811	42.0	29.0	1.1408951671912728	42.0	29.0
10383	Cre13.g571950	Cre13.g571950.t1.2	ChCC-v11028567m.g	Cre13.g571950.t1.2	Cre13.g571950	0.0363078670646771	0.479620850300719	6.599935266083851e-05	2.0	2.0	0.0001052078783902	2.0	2.0
10387				Cre13.g605450.t1.3	Cre13.g605450			9.44671827054194e-05	29.0	1.0	0.0531586283369217	29.0	1.0
10392	Cre13.g607300	Cre13.g607300.t1.2	ChCC-v11029865m.g	Cre13.g607300.t1.2	Cre13.g607300	0.0133390743249122	0.1904911699989812	0.0008408744287475	4.0	6.0	0.0235792336131031	4.0	6.0
10393	Cre13.g606250	Cre13.g606250.t1.1	ChCC-v11029807m.g	Cre13.g606250.t1.3	Cre13.g606250	0.1808443898512272	0.5092219091759917	0.0001875546954346	1.0	16.0	0.0150628546401228	1.0	16.0
10397				Cre13.g585400.t1.3	Cre13.g585400			0.000163119443659	5.0	6.0	0.0002764929183406	5.0	6.0
